"ID","Form","Item","Year","School","Content","Teacher","Period","Student","Course","Constructed Response","Multiple Choice Response","Dichotomous Response"
1813632,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,32,"Biology","The burning coal is releasing energy and exploding fireworks release energy","C","1"
1813632,"D","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,32,"Biology","The food brings energy and gets lost when energy is put into the body.","A","1"
1813632,"D","PL.Q11.EED11.OE_E","1",8,"Biology",813,6,32,"Biology","The bigger the animal then the more energy they need. And since there aren't alot then the number of predators is higher.","A","0"
1813632,"D","PL.Q14.BLS3.OE_BCEP","1",8,"Biology",813,6,32,"Biology","The fertilizers comes first and grows the food","A","0"
1813633,"F","PL.Q44.PED11.OE_P","1",8,"Biology",813,6,33,"Biology",.,"B","0"
1813633,"F","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,33,"Biology",.,"D","0"
1813633,"F","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,33,"Biology",.,"B","0"
1813633,"F","PL.Q20.BPD9.OE_B","1",8,"Biology",813,6,33,"Biology",.,"B","1"
1813633,"F","PL.Q21.BPC10.OE_B","1",8,"Biology",813,6,33,"Biology",.,"A","0"
1813635,"F","PL.Q44.PED11.OE_P","1",8,"Biology",813,6,35,"Biology","I choose this answer because it seemed right.","B","0"
1813635,"F","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,35,"Biology","I choose this answer cause I like the letter D.","D","0"
1813635,"F","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,35,"Biology","I choose this answer because food gives you energy.","A","1"
1813635,"F","PL.Q20.BPD9.OE_B","1",8,"Biology",813,6,35,"Biology","I choose this answer because it best completes the question.","D","0"
1813635,"F","PL.Q21.BPC10.OE_B","1",8,"Biology",813,6,35,"Biology","I choose increase because after cellular respiration it gives it energy.","A","0"
1813636,"D","PL.Q44.PED11.OE_P","1",8,"Biology",813,6,36,"Biology","Electricity needs to come from solar cells.","B","0"
1813636,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,36,"Biology","Because both are used.","C","1"
1813636,"D","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,36,"Biology","Because she is pushing the bike.","D","0"
1813636,"D","PL.Q11.EED11.OE_E","1",8,"Biology",813,6,36,"Biology","Animals that are consumers are big, so there is a small amount of them.","B","0"
1813636,"D","PL.Q14.BLS3.OE_BCEP","1",8,"Biology",813,6,36,"Biology","People get energy from food because food has vitamins in them.","C","0"
1813638,"F","PL.Q44.PED11.OE_P","1",8,"Biology",813,6,38,"Biology","there is not an fullely effse trans fa orer","D","1"
1813638,"F","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,38,"Biology","Heat and light energy is transform","C","1"
1813638,"F","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,38,"Biology","chemical energy to keneb","A","1"
1813638,"F","PL.Q20.BPD9.OE_B","1",8,"Biology",813,6,38,"Biology","the chlorophyll can be absorbs in wavelen","C","0"
1813638,"F","PL.Q21.BPC10.OE_B","1",8,"Biology",813,6,38,"Biology","law of conservat of energ","C","1"
1813699,"A","PL.Q01.EES1.OE_BCEP","1",8,"Biology",813,6,99,"Biology",.,"B","1"
1813699,"A","PL.Q02.EET2.OE_E","1",8,"Biology",813,6,99,"Biology",.,"B","1"
1813699,"A","PL.Q44.PED11.OE_P","1",8,"Biology",813,6,99,"Biology","Because its impossible to use 100% electricity to produce visible light","A","0"
1813699,"A","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,6,99,"Biology","because I thought that's what it was","B","0"
1813699,"A","PL.Q12.BLS1.OE_B","1",8,"Biology",813,6,99,"Biology","She gets nutrients from her food to help her push the bike","A","1"
1813709,"F","PL.Q44.PED11.OE_P","1",8,"Biology",813,7,9,"Biology",.,"B","0"
1813709,"F","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,7,9,"Biology",.,"C","1"
1813709,"F","PL.Q12.BLS1.OE_B","1",8,"Biology",813,7,9,"Biology",.,"A","1"
1813709,"F","PL.Q20.BPD9.OE_B","1",8,"Biology",813,7,9,"Biology","10. I chose this answer for the reason that some metals are conductive then others.","B","1"
1813709,"F","PL.Q21.BPC10.OE_B","1",8,"Biology",813,7,9,"Biology",.,"A","0"
1813712,"E","PL.Q44.PED11.OE_P","1",8,"Biology",813,7,12,"Biology","light bulbs","A","0"
1813712,"E","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,7,12,"Biology","because both release heat","C","1"
1813712,"E","PL.Q12.BLS1.OE_B","1",8,"Biology",813,7,12,"Biology",.,"B","0"
1813712,"E","PL.Q16.BLD5.OE_B","1",8,"Biology",813,7,12,"Biology","Glucose break down produces ATP but is not the only purpose of it","C","1"
1813712,"E","PL.Q17.BLC6.OE_BCEP","1",8,"Biology",813,7,12,"Biology","Food is a source of energy so when consumed adds to the bodies energy level","C","1"
1813713,"D","PL.Q44.PED11.OE_P","1",8,"Biology",813,7,13,"Biology","

The reason why the answer is vitamins because it provides more energy for you.
","B","0"
1813713,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,7,13,"Biology","The student would have to use alot of carbon nanotube","A","0"
1813713,"D","PL.Q12.BLS1.OE_B","1",8,"Biology",813,7,13,"Biology","The reason why burning coal will release more energy because it has more chemicals in it","A","1"
1813713,"D","PL.Q11.EED11.OE_E","1",8,"Biology",813,7,13,"Biology","[Blank]","B","0"
1813713,"D","PL.Q14.BLS3.OE_BCEP","1",8,"Biology",813,7,13,"Biology","The reason why I say my answer is B because the consumers have to be a certain size.","C","0"
1813729,"E","PL.Q44.PED11.OE_P","1",8,"Biology",813,7,29,"Biology","those are lights","A","0"
1813729,"E","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",813,7,29,"Biology","both produce energy","C","1"
1813729,"E","PL.Q12.BLS1.OE_B","1",8,"Biology",813,7,29,"Biology","that's where the energy came from.","A","1"
1813729,"E","PL.Q16.BLD5.OE_B","1",8,"Biology",813,7,29,"Biology","Guessed","C","1"
1813729,"E","PL.Q17.BLC6.OE_BCEP","1",8,"Biology",813,7,29,"Biology","because they gain the energy the food has in it","C","1"
1841201,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,1,"Physics","If solar cells are used with the light, it will keep it functioning","C","0"
1841201,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,1,"Physics","The slope of the ground helps her push her bike up the hill.","C","0"
1841201,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,1,"Physics","used because it releases sound, heat, and needs mechanical energy to function","C","1"
1841201,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,2,1,"Physics","Because you need to remain constant","B","0"
1841201,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,2,1,"Physics","Because the photoelectrons have chemical qualities","A","0"
1841204,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,4,"Physics",.,"B","0"
1841204,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,4,"Physics",.,"C","0"
1841204,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,4,"Physics",.,"C","1"
1841204,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,2,4,"Physics",.,"C","0"
1841204,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,4,"Physics",.,"C","0"
1841206,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,6,"Physics",.,"C","0"
1841206,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,6,"Physics",.,"A","1"
1841206,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,6,"Physics",.,"A","0"
1841206,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,2,6,"Physics",.,"D","0"
1841206,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,2,6,"Physics",.,"C","1"
1841207,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,7,"Physics",.,"A","0"
1841207,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,7,"Physics",.,"A","1"
1841207,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,7,"Physics",.,"B","0"
1841207,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,2,7,"Physics",.,"B","1"
1841207,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,7,"Physics",.,"C","0"
1841208,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,8,"Physics","copper wires limit the flow of electricity while coppe nano-tubes don't.","B","0"
1841208,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,8,"Physics","I chose C because when she walk, the ground pushes back giving her energy.","C","0"
1841208,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,8,"Physics","Heat and sound are a given, but only C has just mechanical energy too.","C","1"
1841208,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,2,8,"Physics","I chose B because the waves' energy is not stored. It is passed to its surroundings.","B","1"
1841208,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,8,"Physics","I chose D because light can equal heat.","D","0"
1841209,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,9,"Physics","I chose d for #18 because no matter what materials you use, you cannot see the light if made electricity.","D","1"
1841209,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,9,"Physics","I chose d for #34 because she is using energy to create energy by moving the bike","D","0"
1841209,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,9,"Physics","I chose C for #20 because with an electric fan it can have heat, sound, & it is mechanical.","C","1"
1841209,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,9,"Physics","I chose d for #16 because light is a source of heat.","D","0"
1841209,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,2,9,"Physics","I chose b for #14 because the figures' show the protons on the right side of Figure 1 move closer to each other in Figure 2.","B","0"
1841210,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,10,"Physics","Best choice.","C","0"
1841210,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,10,"Physics","as she pushes on the ground, the ground pushes back letting her have enough energy to push the bike up hill.","C","0"
1841210,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,10,"Physics","B/c when a fan is on it makes noise, heat, sound, and it works on mechanics.","C","1"
1841210,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,2,10,"Physics","The energy and power of the wave goes into the ground","B","1"
1841210,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,10,"Physics","Potential to reflect the light.","B","0"
1841211,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,11,"Physics","it impossible to have 100% eelectricity to makit visble ligh","D","1"
1841211,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,11,"Physics","because she is going fast up the hill","D","0"
1841211,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,11,"Physics","becase heat could crat by energy and [illegible] an make ingest and mechanical is make energy","C","1"
1841211,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,2,11,"Physics","Electromagnetic energy because The no wave [illegible]","A","0"
1841211,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,2,11,"Physics","Because so the more input the more it coom out with","C","1"
1841214,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,14,"Physics","The light wouldn't be possible because it lacks a resistor. The energy source would explode.","D","1"
1841214,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,14,"Physics","Food has fat, your body burns fat when you exercise. Food = Energy.","A","1"
1841214,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,14,"Physics","The only type of energy not happening is chemical here.","C","1"
1841214,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,14,"Physics","The amount of light energy used wouldn't be whole, because some of it is turned to thermal energy, and the photoelectrons have kinetic energy because they are moving.","A","1"
1841214,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,2,14,"Physics","I chose Answer c because energy cannot be created, or destroyed.","C","0"
1841215,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,15,"Physics","I think that he would just have to use different materials to achieve what he wants, by transfering all that energy.","B","0"
1841215,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,15,"Physics","I think its the ground shes moving on because shes pushing herself with it. her legs are pushing against the ground to lift her up with her bicycle up the bill.","C","0"
1841215,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,15,"Physics","I think that the fan still has the sound, the heat it lets out and mechanical to make it move and function all together.","C","1"
1841215,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,2,15,"Physics","I say that it would turn to chemical energy of photoelectrons becuase the light is giving out chemical energy that leads off to thermal energy.","A","0"
1841215,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,15,"Physics","The energy is used up and disappeared becuase theres no more energy to be used","C","0"
1841216,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,16,"Physics","Not really sure why I chose B","B","0"
1841216,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,16,"Physics","The amount of energy from the wood bar transformed to the water.","A","1"
1841216,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,16,"Physics","A fan uses heat energy, mechanical energy, and sound energy.","C","1"
1841216,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,2,16,"Physics","Electromagnetic waves doesn't have wave characteristics becasue it doesn't need them.","A","0"
1841216,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,2,16,"Physics","The energy from everything surrounding the light bulb gives off energy and it has less.","B","0"
1841218,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,18,"Physics","If he builds a light with solar cells, it allows light to convert to electicity again.","C","0"
1841218,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,18,"Physics","When Keisha is pushing her bike to food she has eaten turns into kinetic energy that help her move the bike.","A","1"
1841218,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,18,"Physics","The electric fan converts to heat to cool down a room, sound since it mechanically moving.","C","1"
1841218,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,2,18,"Physics","The answer I chose for 14 was B becasue the particles don't change their average position.","B","0"
1841218,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,2,18,"Physics","Photoelectrons have more electrons that chemical becasue chemical rusts metal.","A","0"
1841219,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,19,"Physics","don't light already use 100% of electricity so the ? won't be doing anything.","A","0"
1841219,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,19,"Physics","well as she pushes the bicycle it gets energy and will go back to her","D","0"
1841219,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,19,"Physics","heat for the fan and sound and mechanical all this is used in a fan","C","1"
1841219,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,2,19,"Physics","So when the light hits the metal it makes kinetic energy of photoelectrons","A","1"
1841219,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,2,19,"Physics","Figure 1 and figure 2 are the same just different side so it has the same electrical potential energy","C","0"
1841222,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,22,"Physics",.,"C","0"
1841222,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,22,"Physics","esta toda la energy en la parte de atras.","D","0"
1841222,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,22,"Physics","Yo creo ope es la respuesta (b) porque el sonidto tiene energia.","B","0"
1841222,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,2,22,"Physics",.,"D","0"
1841222,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,2,22,"Physics","Para esa el total amount of energy.","C","1"
1841239,"A","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,39,"Physics","You can't build light.","C","0"
1841239,"A","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,39,"Physics","Food gives you energy","A","1"
1841239,"A","PL.Q37.PMC4.OE_BCEP","1",8,"Physics",841,2,39,"Physics",.,.,.
1841239,"A","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,39,"Physics","because a fan is mechanical","D","0"
1841240,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,40,"Physics","Such light is possible because solar cells/panels can be attained to convert light into electricity. Just like homes.","C","0"
1841240,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,40,"Physics","Keisha gets the energy from the ground she is walking on because it is kinetic energy.","C","0"
1841240,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,40,"Physics","It is heat, sound, and mechanical energy because the electric fan is rotating, making sound, and producing heat.","C","1"
1841240,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,2,40,"Physics","Heat energy does not have wave characteristics because it is dealing with temperature which only has increase/decrease factors. While wave characteristics include amplitude, wave length, frequency, etc.","B","1"
1841240,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,2,40,"Physics","The total amount of energy (including surroundings) remains the same as the input energy from the electrical outlet because it is evenly being distributed.","C","1"
1841295,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,2,95,"Physics","Solar rays are a great energy source and are reliable wheich functions all year round.","B","0"
1841295,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,2,95,"Physics","Energy from food is stored and used when needed.","A","1"
1841295,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,2,95,"Physics","You ? the hear, heat the ? and needs mechanics.","C","1"
1841295,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,2,95,"Physics","The wave doesn't have enough energy to transfer to the buoy moving","C","0"
1841295,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,2,95,"Physics","I guessed.","C","0"
1841297,"A","PL.Q44.PED11.OE_P",.,8,"Physics",841,2,97,"Physics","d is correct because when the electrons are together going apart that is negitive and apart going together is positive","D","1"
1841297,"A","PL.Q12.BLS1.OE_B",.,8,"Physics",841,2,97,"Physics",.,"D","0"
1841297,"A","PL.Q37.PMC4.OE_BCEP",.,8,"Physics",841,2,97,"Physics","c because the heat energy is light and metal is chemical",.,.
1841297,"A","PL.Q43.PET10.OE_BCEP",.,8,"Physics",841,2,97,"Physics",.,"B","0"
1841304,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,4,"Physics","if you use too much energy on light, the copper will catch on fire","B","0"
1841304,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,4,"Physics","if she wasn't riding a bike, she wouldn't get up the hill","D","0"
1841304,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,4,"Physics","a fan doesn't convert into chemical energy because their are no chemicals but, it does for everything else","C","1"
1841304,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,3,4,"Physics","when waves start, potential energy will exit the wave into the water to be able to form more waves","C","0"
1841304,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,4,"Physics","some of the light is formed into kinetic energy of photoelectrons because if you use all the light, the bulb will burn out","A","1"
1841306,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,6,"Physics",.,"A","0"
1841306,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,6,"Physics",.,"B","0"
1841306,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,6,"Physics",.,"B","0"
1841306,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,3,6,"Physics",.,"B","1"
1841306,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,6,"Physics",.,"C","0"
1841307,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,7,"Physics","C as you can have a solar panel change the light into power for the light.",.,.
1841307,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,7,"Physics","She gets the energy from the ground as she can push vo to push the bike and not fall.",.,.
1841307,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,7,"Physics","B as heat energy to cool you off and sound as it makes a sound.",.,.
1841307,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,7,"Physics","D as the heat of the light forces the electrons to emit.",.,.
1841307,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,3,7,"Physics","It increased in figure one as one is being pulled apart to another plus so more is 2 plus. Figure 2 There would be 2 negative so it decreases so its A.",.,.
1841308,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,8,"Physics",.,"C","0"
1841308,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,8,"Physics",.,"C","0"
1841308,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,8,"Physics",.,"A","1"
1841308,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,8,"Physics",.,"A","1"
1841308,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,8,"Physics",.,"C","1"
1841308,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,8,"Physics",.,"C","1"
1841308,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,3,8,"Physics",.,"C","0"
1841308,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,3,8,"Physics",.,"C","0"
1841308,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,3,8,"Physics",.,"A","0"
1841308,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,3,8,"Physics",.,"A","0"
1841311,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,11,"Physics",.,"B","0"
1841311,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,11,"Physics",.,"C","0"
1841311,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,11,"Physics",.,"A","0"
1841311,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,11,"Physics",.,"B","0"
1841311,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,3,11,"Physics",.,"B","0"
1841312,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,12,"Physics","Some energy must go to heat and some will just be lost.","D","1"
1841312,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,12,"Physics","The food is transformed into chemical energy","A","1"
1841312,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,12,"Physics","Being in use/moving means mechanical energy","C","1"
1841312,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,3,12,"Physics","The particles bump into each other, rather than actually moving","A","1"
1841312,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,3,12,"Physics","I guessed","A","0"
1841314,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,14,"Physics",.,"D","1"
1841314,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,14,"Physics",.,"A","1"
1841314,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,14,"Physics",.,"C","1"
1841314,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,3,14,"Physics",.,"B","1"
1841314,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,3,14,"Physics",.,"C","1"
1841315,"A","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,15,"Physics",.,"A","0"
1841315,"A","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,15,"Physics",.,"B","0"
1841315,"A","PL.Q37.PMC4.OE_BCEP","1",8,"Physics",841,3,15,"Physics",.,.,.
1841315,"A","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,15,"Physics",.,"C","1"
1841316,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,16,"Physics",.,"C","0"
1841316,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,16,"Physics",.,"A","1"
1841316,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,16,"Physics",.,"A","0"
1841316,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,3,16,"Physics",.,"C","0"
1841316,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,16,"Physics",.,"C","0"
1841317,"D","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,17,"Physics",.,"C","0"
1841317,"D","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,17,"Physics",.,"A","1"
1841317,"D","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,17,"Physics",.,"D","0"
1841317,"D","PL.Q40.PWD7.OE_P","1",8,"Physics",841,3,17,"Physics",.,"C","0"
1841317,"D","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,17,"Physics",.,"C","0"
1841318,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,18,"Physics",.,"B","0"
1841318,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,18,"Physics",.,"C","0"
1841318,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,18,"Physics",.,"D","0"
1841318,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,18,"Physics",.,"D","0"
1841318,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,3,18,"Physics",.,"A","1"
1841319,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,19,"Physics",.,"D","1"
1841319,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,19,"Physics",.,"D","0"
1841319,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,19,"Physics",.,"D","0"
1841319,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,3,19,"Physics",.,"A","0"
1841319,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,3,19,"Physics",.,"B","0"
1841324,"B","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,24,"Physics",.,"B","0"
1841324,"B","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,24,"Physics",.,"A","1"
1841324,"B","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,24,"Physics",.,"A","0"
1841324,"B","PL.Q38.PWS5.OE_P","1",8,"Physics",841,3,24,"Physics",.,"B","1"
1841324,"B","PL.Q45.PEC12.OE_P","1",8,"Physics",841,3,24,"Physics",.,"B","0"
1841326,"C","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,26,"Physics","because lights use 100% of the materials used in them","A","0"
1841326,"C","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,26,"Physics","the amount of exercise you get is the amount of energy you get","B","0"
1841326,"C","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,26,"Physics","the fan does transfer air faster and it makes noises","C","1"
1841326,"C","PL.Q39.PWT6.OE_P","1",8,"Physics",841,3,26,"Physics","I suppose the energy of the wave moves around so not in the straight direction",.,.
1841326,"C","PL.Q46.PDS13.OE_P","1",8,"Physics",841,3,26,"Physics","there are chemicles and they change to form things like metal","A","0"
1841329,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,29,"Physics",.,.,.
1841329,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,29,"Physics",.,.,.
1841329,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,29,"Physics",.,.,.
1841329,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,29,"Physics",.,.,.
1841329,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,3,29,"Physics",.,.,.
1841337,"E","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,37,"Physics",.,.,.
1841337,"E","PL.Q12.BLS1.OE_B","1",8,"Physics",841,3,37,"Physics",.,.,.
1841337,"E","PL.Q43.PET10.OE_BCEP","1",8,"Physics",841,3,37,"Physics",.,.,.
1841337,"E","PL.Q47.PDT14.OE_P","1",8,"Physics",841,3,37,"Physics",.,.,.
1841337,"E","PL.Q42.PES9.OE_P","1",8,"Physics",841,3,37,"Physics",.,.,.
1841338,"A","PL.Q44.PED11.OE_P","1",8,"Physics",841,3,38,"Physics",.,"D","1"
